uid,total
1BrClIr2Ni2S6-1,"[[3.349957381893696, 1.1721763478335812, -0.094974663], [1.1721763478335812, 1.4974690268944977, -0.057785919], [-0.094974663, -0.057785919, 0.0118580969097484]]"
1BrClIr2S2-1,"[[1.1325913406725678, 0.1082780765378494, -0.021208681], [0.1082780765378494, 1.584217544745049, 0.005117820060672], [-0.021208681, 0.005117820060672, 0.0055889905534175]]"
1BrClMg-1,"[[2.013858888109736, -0.008918926, 0.0023949417985599], [-0.008918926, 2.0520459073223374, 0.0021837492338088], [0.0023949417985599, 0.0021837492338088, 0.0629519827014917]]"
1BrClN2Ti2-1,"[[17.090618707854173, -6.574158711, 0.0009093043300678], [-6.574158711, 64.58971890822394, 0.0027069598822527], [0.0009093043300678, 0.0027069598822527, 0.0455575436736265]]"
1BrClNi-1,"[[1.1361684249476158, -0.004931683, 0.0010737000002336], [-0.004931683, 1.1381383023181737, 0.0004065817294864], [0.0010737000002336, 0.0004065817294864, 0.0168238252783234]]"
1BrClOV-1,"[[0.7093498711213179, -0.334780236, 0.0048075519803182], [-0.334780236, 2.8166012309780744, 0.0005366045133627], [0.0048075519803182, 0.0005366045133627, 0.0236007659044525]]"
1BrClRh-1,"[[2.236708681104782, -0.065782745, 0.0747928687825024], [-0.065782745, 0.3583992028882389, -0.002575723], [0.0747928687825024, -0.002575723, 0.0091395318743993]]"
1BrClS2Sc2-1,"[[7.314625946084206, -0.010306962, -0.000739357], [-0.010306962, 6.724900341625951, -0.002049727], [-0.000739357, -0.002049727, 0.0801568526728691]]"
1BrClTi-1,"[[0.059544441193178, 3.739633803029294e-05, 7.250678566134694e-06], [3.739633803029294e-05, 0.0601331027003656, -0.000222351], [7.250678566134694e-06, -0.000222351, 0.0086024791904139]]"
1BrClV-1,"[[0.7695348604903678, 0.00041251287226, -6.58e-05], [0.00041251287226, 0.7666713526339488, 0.0001113226652493], [-6.58e-05, 0.0001113226652493, 0.0228716741459587]]"
1BrClZn-1,"[[5.152239835421516, 0.0740151812807827, -0.004548868], [0.0740151812807827, 5.10530175567914, -0.002579995], [-0.004548868, -0.002579995, 0.0541215845294151]]"
1BrClZr-1,"[[0.1746037921445793, -0.000382224, -1.93e-05], [-0.000382224, 0.1739754096306414, -0.000117975], [-1.93e-05, -0.000117975, 0.0090782547515176]]"
1BrCoNiSeTe2-1,"[[7.511997709980715, 0.2955311846746592, 0.0049551048719197], [0.2955311846746592, 3.4299182859556594, 0.0007501637883539], [0.0049551048719197, 0.0007501637883539, 0.0048322122098371]]"
1BrCoSe-1,"[[2.058564986648489, 0.0019237240309472, -7.94e-05], [0.0019237240309472, 2.0642709638693417, 0.0003760378510106], [-7.94e-05, 0.0003760378510106, 0.0068875220777311]]"
1BrCoTe-1,"[[2.4849377405305093, -0.012722211, -0.000947328], [-0.012722211, 2.485537679686888, 4.047276119342543e-05], [-0.000947328, 4.047276119342543e-05, 0.0067563059513134]]"
1BrCrS-1,"[[1.5113548327003383, -0.000893571, -0.000672489], [-0.000893571, 1.508120993648826, -0.000121754], [-0.000672489, -0.000121754, 0.0073695985156642]]"
1BrCrSe-1,"[[1.5538230791570378, -0.001434402, -0.000182852], [-0.001434402, 1.5557922438198053, -6.55e-05], [-0.000182852, -6.55e-05, 0.007561928696224]]"
1BrCrTe-1,"[[1.768823922437369, 0.0054901297913293, 0.0003608739757115], [0.0054901297913293, 1.7825338398058586, 0.0003646585187989], [0.0003608739757115, 0.0003646585187989, 0.0077469916204643]]"
1BrCuGeTe-1,"[[31.959436116036308, 0.2531270991409714, 0.0007476249400671], [0.2531270991409714, 38.50648012521035, 0.0093911333967357], [0.0007476249400671, 0.0093911333967357, 0.0277575625181443]]"
1BrGa2Cl5-1,"[[2.8241766073964905, 0.0746198354349422, 0.0030859964977168], [0.0746198354349422, 2.741835839068924, -0.00995348], [0.0030859964977168, -0.00995348, 0.0466016803108768]]"
1BrHVO2-1,"[[1.048172980516026, -0.156054925, -0.059076031], [-0.156054925, 2.303034667482942, -0.008281189], [-0.059076031, -0.008281189, 0.0993882118645906]]"
1BrHf2I5-1,"[[1.3225405930039953, -0.460136124, 0.0438234889492048], [-0.460136124, 0.9887122316056028, -0.029650642], [0.0438234889492048, -0.029650642, 0.0261098289260629]]"
1BrHf2S2Cl3-1,"[[2.690926056945649, 0.6544393864483383, -0.074569746], [0.6544393864483383, 11.994901167711737, 0.0022267230138109], [-0.074569746, 0.0022267230138109, 0.092806817901726]]"
1BrHfI-1,"[[0.1662122676224514, 6.879276927859428e-05, 6.392756644630226e-05], [6.879276927859428e-05, 0.1664546921317679, 3.051348904060586e-05], [6.392756644630226e-05, 3.051348904060586e-05, 0.0049997708364688]]"
1BrHfZr3Cl7-1,"[[1.0591765106227782, -0.000484373, -0.010445458], [-0.000484373, 1.084994890034143, -0.000474478], [-0.010445458, -0.000474478, 0.0148033150428321]]"
1BrIAl2S2-1,"[[1.7517765452728813, -0.01436494, 0.0120780164467988], [-0.01436494, 1.7194796577606166, -0.003003472], [0.0120780164467988, -0.003003472, 0.0690610944235568]]"
1BrICr2S2-1,"[[1.7572037856516245, 0.0124057172628747, -0.001693597], [0.0124057172628747, 1.597065310720073, -0.000245306], [-0.001693597, -0.000245306, 0.0088414765001037]]"
1BrIIn2Se2-1,"[[44.12542935464149, 0.8556831985161326, -0.004927422], [0.8556831985161326, 5.452864992513302, -0.00226836], [-0.004927422, -0.00226836, 0.0662237415541344]]"
1BrIIr2S2-1,"[[3.990460841794544, 0.0910771562464309, -4.46e-06], [0.0910771562464309, 1.2007471985157137, -0.000138522], [-4.46e-06, -0.000138522, 0.0108359523519712]]"
1BrIMg-1,"[[2.684291187085171, 0.0053662198663804, -0.000755655], [0.0053662198663804, 2.6936367066596443, 0.000734928478234], [-0.000755655, 0.000734928478234, 0.0552238082951128]]"
1BrINi-1,"[[1.1698786679157531, -0.007036696, 0.0005201287198471], [-0.007036696, 1.1590880551188965, 0.0001687257452977], [0.0005201287198471, 0.0001687257452977, 0.0079113497485436]]"
1BrIOV-1,"[[0.7040528010498784, -0.28417458, -0.008774859], [-0.28417458, 3.632342388519732, -0.001027225], [-0.008774859, -0.001027225, 0.01686475954598]]"
1BrISCd2-1,"[[92.26205577609242, 2.436444414803132, 0.0964598406178412], [2.436444414803132, 52.00261512599326, -0.035887392], [0.0964598406178412, -0.035887392, 0.1191901372313647]]"
1BrISV-1,"[[0.6706587486959151, -0.061506831, 0.0054098380472996], [-0.061506831, 1.4325366542809554, 0.0004254814708064], [0.0054098380472996, 0.0004254814708064, 0.0135674481161709]]"
1BrISeV-1,"[[0.0597129332464037, -0.056200134, 0.0025344905026705], [-0.056200134, 0.6110182689449105, 0.0001722518177647], [0.0025344905026705, 0.0001722518177647, 0.0151442820152812]]"
1BrISr-1,"[[1.6992289985886808, 0.0055756312447673, 0.0015966769733142], [0.0055756312447673, 1.711242300033719, -0.001252463], [0.0015966769733142, -0.001252463, 0.0812637218913133]]"
1BrITi-1,"[[0.0582427488563915, 0.0003808631251102, -5.5e-05], [0.0003808631251102, 0.058419322961216, 4.696829875409242e-05], [-5.5e-05, 4.696829875409242e-05, 0.0052618470248128]]"
1BrITl2-1,"[[37.67159401148681, 9.539751294968706, 0.0308582487249205], [9.539751294968706, 44.90876962392222, -0.043892788], [0.0308582487249205, -0.043892788, 0.1276377729237009]]"
1BrIV-1,"[[0.7096422861574978, -0.000187349, -5.86e-05], [-0.000187349, 0.7080693777373522, 5.71332397176356e-05], [-5.86e-05, 5.71332397176356e-05, 0.016024743541396]]"
1BrIZr-1,"[[0.0790740152606433, -0.000511547, 0.0001550025015155], [-0.000511547, 0.0769906139283798, -6.21e-05], [0.0001550025015155, -6.21e-05, 0.004925320128957]]"
1BrIrSe-1,"[[2.08581376418732, -0.000828044, -0.000181918], [-0.000828044, 2.098484208265355, -0.000845788], [-0.000181918, -0.000845788, 0.011149992846292]]"
1BrSSb-1,"[[23.95477917102154, -0.004898788, 2.28078854967749e-05], [-0.004898788, 23.97884973042828, -0.00030229], [2.28078854967749e-05, -0.00030229, 0.0221288399579553]]"
1BrSSb-2,"[[13.327550057432289, 0.002346506802728, -0.000217437], [0.002346506802728, 13.380259569302837, 0.0001450859037101], [-0.000217437, 0.0001450859037101, 0.0275148555594736]]"
1BrSbSe-1,"[[19.505669345503, 0.0004669188154221, -0.000356831], [0.0004669188154221, 19.542848440368186, -0.000123783], [-0.000356831, -0.000123783, 0.0212041741012385]]"
1BrSbSe-2,"[[12.699263549439358, -0.004762668, -6.75e-05], [-0.004762668, 12.688518145990756, -2.67e-05], [-6.75e-05, -2.67e-05, 0.0268786538806225]]"
1BrSbTe-1,"[[16.539714046052527, -1.0495249, -0.031843086], [-1.0495249, 14.270977734819644, -0.013713835], [-0.031843086, -0.013713835, 0.0230760009020445]]"
1BrSbTe-2,"[[15.505572550182867, -0.001027003, 0.0002310610976397], [-0.001027003, 15.541291457160908, -0.000157853], [0.0002310610976397, -0.000157853, 0.0284928390864423]]"
1BrSeY-1,"[[3.921143530040341, -0.007571223, 0.0002529651338888], [-0.007571223, 3.90255054209632, -0.000422828], [0.0002529651338888, -0.000422828, 0.0378554171793372]]"
1BrTeTi-1,"[[0.3225185643438903, 0.0001521796839965, -0.000117994], [0.0001521796839965, 0.32404180693038, -0.000198046], [-0.000117994, -0.000198046, 0.0094335574983075]]"
1C2O2Hf3-1,"[[16.721438515855, -0.053805616, -0.005364833], [-0.053805616, 16.96540986339052, -0.00941355], [-0.005364833, -0.00941355, 0.1565221717454716]]"
1C2O2Zr3-1,"[[19.255670725649694, -0.246754676, 0.0184019575244991], [-0.246754676, 19.496521856355976, -0.012864485], [0.0184019575244991, -0.012864485, 0.1610579755132245]]"
1CBr2Sc2-1,"[[18.52022088919496, 0.0101223789206026, 2.993220374518833e-05], [0.0101223789206026, 18.52497566609432, -0.000235611], [2.993220374518833e-05, -0.000235611, 0.0426902429986586]]"
1CCl2Sc2-1,"[[16.59375540681975, -0.016200869, -0.00024071], [-0.016200869, 16.58930872143836, 0.0003658001446951], [-0.00024071, 0.0003658001446951, 0.0506566352018457]]"
1CCl2Y2-1,"[[24.01463754985753, 0.0932793260164472, 0.0007879426566023], [0.0932793260164472, 24.42145255723584, -0.000318255], [0.0007879426566023, -0.000318255, 0.1047407361385871]]"
1CF2Sc2-1,"[[14.378954200633588, -0.121804354, 0.0048460305128162], [-0.121804354, 13.8107910900885, -0.003386263], [0.0048460305128162, -0.003386263, 0.1490935174496911]]"
1CF2Y2-1,"[[17.560369931284985, -0.276416942, 0.0102053588078436], [-0.276416942, 17.899842312743637, 0.0005061290702335], [0.0102053588078436, 0.0005061290702335, 0.1864770568060245]]"
1CH2O2Sc2-1,"[[17.15448196388557, -0.003412967, 0.0007726739009367], [-0.003412967, 17.15313105639422, -0.000412149], [0.0007726739009367, -0.000412149, 0.0469479138717083]]"
1CH2O2Y2-1,"[[25.932105970599928, -0.007952853, 0.0015248623287605], [-0.007952853, 25.90891472737258, -0.000870434], [0.0015248623287605, -0.000870434, 0.0569327748320914]]"
1CH2Sc2-1,"[[12.628277105967587, -0.000463669, 0.001176529651252], [-0.000463669, 12.634971785850524, -0.000579574], [0.001176529651252, -0.000579574, 0.0927308232331874]]"
1CHf2O2-1,"[[18.69497375280219, -0.07025428, 0.0134621127531694], [-0.07025428, 18.729577068510185, -0.004308873], [0.0134621127531694, -0.004308873, 0.1064146544829519]]"
1CI2Sc2-1,"[[24.298937366767472, 0.0525227648242866, 0.0009420208275066], [0.0525227648242866, 24.358011171890155, -0.000386067], [0.0009420208275066, -0.000386067, 0.0325970239313131]]"
1CO2Ti2-1,"[[56.17929683253729, -0.620871788, -0.004712023], [-0.620871788, 56.548743101884206, 0.0009165716259461], [-0.004712023, 0.0009165716259461, 0.0690889630478269]]"
1CO2Zr2-1,"[[25.1454073712048, -0.360331708, 0.006937293264831], [-0.360331708, 25.84074828719565, -0.012009412], [0.006937293264831, -0.012009412, 0.1078560901248901]]"
1CSiF2-1,"[[0.900964869432342, 0.0076088838585207, 0.0008630298790371], [0.0076088838585207, 0.9128566954045104, 0.0008735942993886], [0.0008630298790371, 0.0008735942993886, 0.0336081088865165]]"
1CSiH2-1,"[[0.5931245860947911, -1.77e-05, -1.7e-05], [-1.77e-05, 0.5930394962470648, -2.36e-06], [-1.7e-05, -2.36e-06, 0.0142377997048547]]"
1CaBr2-1,"[[1.7675392042610305, 0.0203154229149268, 0.0008780553342558], [0.0203154229149268, 1.8395423544190408, -0.00084012], [0.0008780553342558, -0.00084012, 0.0733159823354289]]"
1CaBr2-2,"[[1.805881454930646, -3.68e-05, -1.81e-08], [-3.68e-05, 1.806435209541944, 5.7696214036260425e-06], [-1.81e-08, 5.7696214036260425e-06, 0.0763487473355723]]"
1CaCl2-1,"[[1.6372636610614968, -3.79e-05, -7.57e-06], [-3.79e-05, 1.6367118359982693, 1.828904451864745e-05], [-7.57e-06, 1.828904451864745e-05, 0.0907473549635157]]"
1CaCl2-2,"[[1.711534860248229, -2.56e-05, -8.6e-09], [-2.56e-05, 1.7114226445463696, 3.324030649183562e-05], [-8.6e-09, 3.324030649183562e-05, 0.0910574957694601]]"
1CaCl2-3,"[[1.7587093260017066, 0.0006546793973425, -3.5e-05], [0.0006546793973425, 1.7575312428611596, -4.34e-06], [-3.5e-05, -4.34e-06, 0.0820964706246511]]"
1CaF2-1,"[[1.32538859728719, -0.000743914, -0.000298162], [-0.000743914, 1.3267733934427215, 6.897349516817252e-05], [-0.000298162, 6.897349516817252e-05, 0.1359003671695521]]"
1CaH2Se2-1,"[[1.4449432056788254, -0.008174893, -0.000493417], [-0.008174893, 1.4407624967573842, -0.000202798], [-0.000493417, -0.000202798, 0.0588047986165764]]"
1CaI2-1,"[[1.8626519627090143, -5.35e-05, 1.7000184915713502e-05], [-5.35e-05, 1.861659275560646, 1.199666907863784e-05], [1.7000184915713502e-05, 1.199666907863784e-05, 0.056727266278313]]"
1CaI2-2,"[[2.052430484878151, -0.000195684, -3.35e-05], [-0.000195684, 1.838760380425842, -0.001958082], [-3.35e-05, -0.001958082, 0.0656873616700072]]"
1Cd2Mn3O8-1,"[[5.779276925777276, -0.001086775, 0.0010313128277778], [-0.001086775, 4.599537776428999, -0.105415499], [0.0010313128277778, -0.105415499, 0.1301588781043423]]"
1CdBr2-1,"[[3.2934658957421195, -0.000231688, 7.609329426823222e-05], [-0.000231688, 3.2933060998818884, -5.48e-05], [7.609329426823222e-05, -5.48e-05, 0.0536045675476756]]"
1CdBr2-2,"[[2.574660225986188, 0.0010798394179432, -0.000127413], [0.0010798394179432, 2.568998424633836, 3.918288228166765e-06], [-0.000127413, 3.918288228166765e-06, 0.0390971974586184]]"
1CdBr2O2Pb2-1,"[[8.743370421717165, 0.0266078918496967, 0.0348844048220666], [0.0266078918496967, 10.36815607127173, 0.0001224950326373], [0.0348844048220666, 0.0001224950326373, 0.0683046659043013]]"
1CdBr2O2Sn2-1,"[[12.278758940092274, 0.0060609549279809, -0.01003028], [0.0060609549279809, 10.50335372391277, 0.0004343380857207], [-0.01003028, 0.0004343380857207, 0.0525568973092275]]"
1CdBr2S2Sn2-1,"[[6.898149094826144, 0.0290961824576115, -0.072112785], [0.0290961824576115, 11.91941959364345, 0.0008642118098137], [-0.072112785, 0.0008642118098137, 0.0454018324231043]]"
1CdCl2-1,"[[2.583571463897093, -3.54e-05, 5.460043023955939e-05], [-3.54e-05, 2.587728470123225, 4.4203721332568976e-05], [5.460043023955939e-05, 4.4203721332568976e-05, 0.0644702108742922]]"
1CdCl2-2,"[[2.7238377750454386, 0.0007825935697592, 0.000163667150162], [0.0007825935697592, 2.72517221242366, -6.07e-05], [0.000163667150162, -6.07e-05, 0.0487696903136039]]"
1CdCl2N2C4H4-1,"[[1.1412022484410709, 0.0012755133211795, -0.000170231], [0.0012755133211795, 1.1511843243009476, 0.0227455538682494], [-0.000170231, 0.0227455538682494, 0.0592560173420708]]"
1CdCl2O2Pb2-1,"[[12.852582491605189, -0.045367804, -0.01600879], [-0.045367804, 8.476210366777888, 0.0005677028644124], [-0.01600879, 0.0005677028644124, 0.0744054919149424]]"
1CdCl2O2Sn2-1,"[[18.91981191438564, -0.027943613, -0.098950396], [-0.027943613, 7.666850641728335, 0.0006196557786517], [-0.098950396, 0.0006196557786517, 0.0607980225140495]]"
1CdCl2S2Sn2-1,"[[7.175655684868465, 0.0421200904763337, -0.091526683], [0.0421200904763337, 9.97429716332324, -0.002954139], [-0.091526683, -0.002954139, 0.0490788082333145]]"
1CdClHO-1,"[[2.164812415356544, -0.000371493, -0.000239912], [-0.000371493, 2.143878519275245, 0.0001901114624288], [-0.000239912, 0.0001901114624288, 0.0484104419737556]]"
1CdClHS-1,"[[3.800492583476565, -0.00011416, 0.0001696218548344], [-0.00011416, 3.8111163615546726, 0.000518476687218], [0.0001696218548344, 0.000518476687218, 0.0498120824111521]]"
1CdF2-1,"[[1.2395942654433263, 0.0012542724546153, -8.61e-05], [0.0012542724546153, 1.2395694852355272, 3.177874403469497e-05], [-8.61e-05, 3.177874403469497e-05, 0.0979231172796926]]"
1CdF2O2Pb2-1,"[[6.498287980357119, -0.048856632, -0.114453646], [-0.048856632, 14.11982328563947, 0.0029827654374747], [-0.114453646, 0.0029827654374747, 0.073784822412081]]"
1CdF2O2Sn2-1,"[[7.550281646569142, 0.0254578390201796, -0.156456285], [0.0254578390201796, 19.113911883265303, -0.004098366], [-0.156456285, -0.004098366, 0.0708076928984281]]"
1CdFHO-1,"[[1.4735053139988576, 0.0003438067477607, -5.94e-05], [0.0003438067477607, 1.4775286672483925, 0.0001135370488403], [-5.94e-05, 0.0001135370488403, 0.0728786199848697]]"
1CdGa2S4-1,"[[5.130358711477574, 0.0015464474794579, -5.74e-06], [0.0015464474794579, 5.1461850114021725, 8.589019231159136e-06], [-5.74e-06, 8.589019231159136e-06, 0.0670263058710249]]"
1CdGaInS4-1,"[[5.851505262740257, -0.001371639, -0.00045168], [-0.001371639, 5.838672723837975, 0.0004567068054096], [-0.00045168, 0.0004567068054096, 0.0682906691835127]]"
1CdGeSSeBr2-1,"[[5.154025627177733, -0.234648819, 0.0855627401559681], [-0.234648819, 2.4267378881325143, -0.007920148], [0.0855627401559681, -0.007920148, 0.0248409619078718]]"
1CdH2S2-1,"[[1.2173311985092854, -0.005393644, -0.057403377], [-0.005393644, 1.2092687041608925, -0.092733165], [-0.057403377, -0.092733165, 0.0745034549079052]]"
1CdHIS-1,"[[4.719719476224134, 0.1135429961487923, -0.000847096], [0.1135429961487923, 4.934054172801382, -0.000994476], [-0.000847096, -0.000994476, 0.0397685977508004]]"
1CdI2-1,"[[2.227000417581644, 0.000466958541253, 2.4048231323469664e-05], [0.000466958541253, 2.2271689935030765, -4.35e-05], [2.4048231323469664e-05, -4.35e-05, 0.0325055742962783]]"
1CdI2-2,"[[4.866488101442322, 0.0017918680964823, 1.3977517402057402e-05], [0.0017918680964823, 4.865985487915861, -1.81e-05], [1.3977517402057402e-05, -1.81e-05, 0.0483342042548638]]"
1CdI2O2Pb2-1,"[[6.311456541027281, -0.016341798, 0.0550837977438081], [-0.016341798, 16.108490002630234, 0.0034124588818837], [0.0550837977438081, 0.0034124588818837, 0.0654756181256231]]"
1CdI2O2Sn2-1,"[[7.859806978910528, -0.083434352, 0.0140186530686126], [-0.083434352, 31.888532123887487, 0.0034259529179237], [0.0140186530686126, 0.0034259529179237, 0.0475509772278347]]"
1CdI2S2Sn2-1,"[[7.92792192103897, -0.116538778, -0.031226188], [-0.116538778, 16.394444944143792, 0.0040243175120229], [-0.031226188, 0.0040243175120229, 0.0442693295638041]]"
1CdIn2F8-1,"[[1.2534378716959838, 0.0788906802441578, 0.0336271927204692], [0.0788906802441578, 1.3047402922767342, -0.025210096], [0.0336271927204692, -0.025210096, 0.1066483434886042]]"
1CdIn2S4-1,"[[6.070391972756346, -0.0020489, 0.0003625549988754], [-0.0020489, 6.0449467734143445, -7.92e-05], [0.0003625549988754, -7.92e-05, 0.0745677733587904]]"
1CdInTlS4-1,"[[8.09123835133432, -0.001760684, 0.0006525128163011], [-0.001760684, 8.084968783990675, -0.000607691], [0.0006525128163011, -0.000607691, 0.0641442061685423]]"
1CdPdCl4-1,"[[2.2299518506900107, 1.621072265029349, -0.115919547], [1.621072265029349, 4.041927312297868, -0.078852095], [-0.115919547, -0.078852095, 0.0457538089097246]]"
1Cl2Cu2S3P4-1,"[[0.7546834433788593, 0.0001359336082746, 6.837601465879478e-05], [0.0001359336082746, 0.7277555498854227, -0.010658955], [6.837601465879478e-05, -0.010658955, 0.0237563981823344]]"
